Patent Summary,Result
"본 발명은 고객상담 및 사후관리를 인공지능 기반으로 분석하여 고객별 병원의 대응을 개선하는 병원고객관리시스템에 관한 것으로서, 병원 상담사의 유선전화 및 핸드폰을 통해 상담하고 통화내용을 녹음파일로 저장하여 전송하는 전화상담기록부, 병원을 방문한 고객을 병원 상담사가 상담하고 상담내용을 기록하여 전송하는 내원상담기록부, 전화상담 및 내원상담을 받은 고객의 정보를 저장하는 상담고객리스트, 전화상담 및 내원상담을 받고 진료, 수술을 진행한 고객 정보 및 고객의 진료내역을 기록하는 고객진료정보기록부, 고객의 예약, 취소, 예약변경을 처리하며, 수술 또는 처방을 받은 후 주의사항, 건강 관련 정보, 다음 내원 시기에 대한 정보를 발송하는 사후관리부, 고객별 전화상담내용, 내원상담내용, 고객의 진료여부, 고객의 진료내역, 추가진료여부, 사후관리부가 처리 및 발송한 정보의 내용을 기계학습(Machine Learning)하여 고객의 관심진료내용에 따라 병원측의 상담부족내용, 사후관리부족내용을 분석하는 고객이탈모델을 생성하는 고객이탈모델생성부 및 고객의 관심진료 내용에 따라 상기 고객이탈모델의 분석 내용을 모듈화하여 적용하는 고객개선사항적용부를 포함하여 구성된다.",등록
"본 발명은 가상키보드를 이용한 보안방법에 관한 것으로서, 보다 상세하게는 사용자가 아이디나 패스워드와 같은 특정 문자를 입력하면서 웹서버에 로그인하는 경우에 가상키보드 상에서 문자판을 이용하여 정보를 입력하도록 하고, 입력된 문자를 암호화하여 웹서버에 전송함으로써 키보드 해킹 프로그램에 의한 개인정보 유출을 막고 안전한 접속이 이루어질 수 있도록 하는 가상키보드를 이용한 보안방법에 관한 것이다. 본 발명에 따르면 PC나 핸드폰 등의 키보드를 통해 아이디와 패스워드 등의 비밀사항을 입력할 때 생길 수 있는 개인정보 유출의 위험을 현저히 감소시킬 수 있으며, 만의 하나 대칭키가 유출된 경우라도 개인키의 보안을 유지함으로써 데이터 해독을 방지할 수 있는 효과가 있다. 가상키보드, 암호화, 복호화, 공개키, 대칭키",등록
"본 발명은 스마트폰설치프로그램을 이용하여 다수의 수신자 스마트폰의 전화번호를 일일이 입력해야 하는 불편함을 제거하고, 선거문자의 대량발송으로 인한 전송 성공 여부 및 관련 정보를 편리하게 확인할 수 있으며, 발송 수량 및 횟수 등을 사용자가 편리하게 제한할 수 있는 스마트폰설치프로그램 문자 발송 기능을 이용한 일괄 문자 발송 방법에 관한 것으로, 스마트폰의 문자 발송 기능을 이용하여 다수의 핸드폰 사용자에게 다량의 문자를 일괄 발송하는 문자 발송 방법에 있어서, 송신자 스마트폰에 설치된 스마트폰설치프로그램을 통하여 다수의 전화번호를 선택하여 문자 발송을 요청하는 단계; 서버에서 상기 문자 발송 요청을 받아 상기 선택된 다수의 전화번호에 해당하는 다수의 수신자 스마트폰에 전달하는 단계; 상기 송신자 스마트폰 스마트폰설치프로그램이 상기 문자 발송 결과를 저장하는 단계를 포함하고, 상기 선택된 다수의 전화번호는, 사용자에 의하여 미리 설정된 특정 갯수의 전화번호 또는 특정 발송 횟수로 제한되며, 상기 문자 발송 결과는, 가입자인증, 과금, 차감, 충전, 발송성공, 발송실패 및 문자발송내역을 포함한다.",등록
"본 발명은 어플 실행을 확인하는 방법 및 이를 수행하는 시스템에 관한 것으로서, 본 발명에서는 어플에는 다른 종류의 어플과 구분하기 위한 어플 식별자와, 상기 어플 식별자를 전송하기 위한 코드 생성 서버 주소가 저장되어 있으며, 어플이 실행될 경우, 어플을 다운로드한 핸드폰을 다른 핸드폰과 식별하기 위한 핸드폰 식별자를 획득하는 제 1단계와, 어플 식별자와 상기 핸드폰 식별자를 코드 생성 서버 주소에 전송하는 제 2단계와, 코드 생성 서버 주소로부터 팝코드를 수신하는 제 3단계 및 팝코드를 사용자에게 게시하는 제 4단계의 절차를 수행하는 것을 특징으로 하는 어플 제공자 서버가 제공된다.",등록
"본 발명은 등산 시 등산객이 불의의 사고에 처했을 때 외부와 연락이 가능하게 하고, 사고를 당한 등산객의 상태가 악화되지 않도록 하기 위해 기존의 등산스틱에 여러 종류의 기능부를 부착한 것으로써 핸드폰 충전장치와 램프와 발열부재를 포함할 뿐 아니라 상기 기능부의 전원 장치가 등산 중에도 충전이 가능한 구성을 포함하는 등산스틱 을 제공함에 있다.",등록
"본 발명은 1 이상의 중수소 원자를 갖고 1 이상의 다환 방향족 리간드를 포함하는 금속 착물, 1 이상의 본 발명의 금속 착물을 포함하는 유기 발광 다이오드, 1 이상의 본 발명의 금속 착물을 포함하는 발광층, 1 이상의 본 발명의 발광층을 포함하는 유기 발광 다이오드, 유기 발광 다이오드에서의 상기 1 이상의 본 발명의 금속 착물의 용도, 및 1 이상의 본 발명의 유기 발광 다이오드를 포함하는 고정식 영상 디스플레이 장치, 예컨대 컴퓨터의 영상 디스플레이 장치, 텔레비젼, 프린터, 주방 가전 및 광고판에서의 영상 디스플레이 장치, 조명, 정보 표시판, 및 이동식 영상 디스플레이 장치, 예컨대 핸드폰, 랩톱, 디지털 카메라, 차량에서의 영상 디스플레이 장치, 및 버스 및 기차의 목적지 디스플레이로 구성된 군으로부터 선택되는 디바이스에 관한 것이다.",등록
"본 발명은 전자파의 유도 자기장을 발생하는 송신패드 및 충전용 전자기기의 내외장형 수신용 모듈을 사용하여 핸드폰, 리모콘, MP3, PMP, PDA 및 배터리 충전이 필요한 다양한 전자기기들의 전원충전을 위하여 송신패드위에서 자유롭게 무접점ㆍ무선으로 동시에 여러 가지 전자기기들의 배터리에 전원을 충전할 수 있는 어댑터 및 송신패드로 구성된 송신모듈과, 송신모듈 및 수신모듈을 구비한 소형ㆍ경량의 무선 전력 송수신 장치에 관한 것이다. 보다 구체적으로 본 발명은 다양한 전자기기 내외장용 수신용 모듈의 사용하여 핸드폰, MP3 및 PDA등의 배터리 충전을 위하여 송신패드위에서 무접점ㆍ무선으로 충전할 수 있는 소형ㆍ경량의 무선 전력 송수신 장치에 있어서, 콘센트로부터 나오는 일반적인 교류전원을 AC 어댑터를 경유하여 수십㎑내지 수백㎑의 교류 정전압 신호로 변환한 후 높은 에너지 효율로 전력을 송신할 수 있도록 구성된 송신코일을 구비하고 전자파의 유도 자기장을 발생하는 송신패드와, 상기 송신패드에서 발생한 전자파의 유도 자기장을 수신하기 위하여 솔레노이드 혹은 스파이럴구조의 수신코일과, 수신코일을 통해서 수신된 전기 에너지를 극대화하기 위한 공진회로와, 공진회로를 거쳐서 나온 신호를 정류하는 정류 회로와, 정류된 소정 전류와 전압을 가진 전기에너지를 충전하는 충전회로 및 보호회로로 구성된 수신모듈을 구비하고 최대 유도 수신전력 변환 및 전력 전송으로 핸드폰, 리모콘, MP3, PMP, PDA 및 충전이 필요한 다양한 전자기기의 배터리에 전원을 충전함으로써 전선의 단선 및 누전에 의한 안전사고를 예방할 수 있고 소형 ㆍ경량으로 취급이 용이하게 하는데 그 특징이 있다. 전자파, 무선전력전송, 자기장, 중계코일, 송신패드, 수신모듈",등록
"본 발명의 [휴대폰의 한글입력방식 중 모음 입력방법]은, 한글 모음의 형태가 1 가지 동일모형 모음을 시계방향으로 90도씩 회전시킬 때 마다 또 다른 모음을 생성 시킴으로써(예; “ㅏ”를 시계방향으로 90도 회전시키면 “ㅜ”가 되고, “ㅜ”를 시계방향으로 90도 회전시키면 “ㅓ”, “ㅓ”를 시계방향으로 90도 회전시키면 “ㅗ” 마지막 4단계 시계방향으로 90도 회전시키면 다시 “ㅏ”가 생성된다), 10가지의 모음을 3종류의 모음집단으로 단순화시킬 수 있다는 것에 착안하여 이러한 같은 동일형태의 모음 집단을 각각 한 버튼씩 모두 3개의 버튼에 적용시킴으로서 한 개의 버튼을 연속하여 누를 때마다 순차적으로 90도씩 회전하는 모형의 방위변화로 집단에 속하여 있는 것 중에서 새로운 모음을 생성시킬 수 있게 해준다. 이는 사용자로 하여금 버튼 입력순서를 일부러 외우지 않고도 자연스럽게 이미지로서 형상화시켜 사용할 수 있게 하여 동일모형 집단이므로, 한글문자입력을 보다 쉽고 신속하게 해주는 한글 모음의 입력방법을 제공하는데 그 목적이 있다. 휴대폰, 한글 모음 입력, 동일 형태 모음 분류, 90도 회전, 이미지 형상화",등록
본 발명은 충전기 잭 보호부분과 연결할수 있는 연결장치; 그리고 분리할수 있는 연결장치 상기 잭과의 연결장치와 핸드폰 및 전자기기를 연결해주는 고정장치를 연결장치 옆에 부착하고 고정창치에 대하여 고정장치가 핸드폰 및 전자기기의 일부를 감쌀수 있도록 핸드폰 옆면이 통과할수 있도록 하는 구멍이 있는 고정장치를 사용하여 핸드폰등 전자기기가 고정장치에 의해 잭과 단단히 결합되어 충격을 줘도 고정장치로 인해 잭에 충격이 가지않아 구부러지지않는 특징을 제공한다.,거절
"LoRa 무선 통신 기술 기반의 주차위치 검측 시스템 및 방법에 있어서, 지자기 센서 회로를 사용하여 주차위치 상태를 표시하는 지자기 데이터를 검측하고; 마이크로컨트롤러 회로는 지자기 센서 회로의 동작과 중단을 제어하고, 지자기 센서 회로가 검측한 데이터를 저장하고; 무선 RF 회로는 마이크로컨트롤러 회로에 저장된 데이터를 LoRa 무선 통신 기술에 의하여 무선 디지털 라디오에 발송하고; 무선 디지털 라디오는 접수된 주차위치 상태 정보를 호스트 컴퓨터 전달하고; 호스트 컴퓨터는 주차위치 상태를 판단하고 주차위치 상태 정보를 차 주인 핸드폰에 전달한다. 상기 검측 시스템은 각 주차위치의 자기장을 감시, 측정하여, 자기장 변화를 분석하여, 차량이 있는지를 판단하고, 결과를 차 주인에게 발송하여 차 주인이 더욱 직관적으로 주차장의 주차위치 상태 정보를 파악하게 할 수 있다.",거절
"본 고안은 모니터를 받치기 위한 받침대를 종이 재질을 이용하여 조립할 수 있도록 하고 받침대에 사무용품을 수납할 수 있도록 하여 모니터를 사용자의 눈 높이에 맞도록 위치시킴과 더불어 책상을 깔끔하게 정리할 수 있도록 한 조립식 모니터 받침대에 관한 것이다. 상기 목적을 달성하기 위한 본 고안은 표면에 형성되는 복수 개의 절곡선을 통해 절곡되어 받침대(1) 외형을 형성하는 상・하부판(20)(30)의 결합으로 형성되는 종이재의 본체(10)와; 상기 본체(10)의 지지를 위해 본체(10) 내부에 삽입되어 본체(10)와 결합되는 종이재의 지지대(40);로 이루어지되, 상기 본체(10) 상부에는 음료 컵을 수납할 수 있는 컵홀더(22)와, 사무용품을 수납할 수 있는 수납홈(21), 핸드폰을 거치 및 충전할 수 있는 거치홈(23)이 각각 형성되고, 상기 지지대(40)는 횡지지대(41)와 종지지대(45)의 결합으로 이루어지고 횡지지대(41)의 하단과 종지지대(45)의 상단에 복수 개 절개 형성되는 각각의 세로지지홈(42)(46)끼리 서로 맞물리도록 결합하여 문창살 구조로 형성된다.",등록
"본 발명의 실시 형태는 건물내 각 구역별로 설치되어 화재를 감지하여 화재 수신반으로 전송하는 화재 감지기; 건물내 각 구역별로 설치되어 촬영되는 CCTV 영상을 화재 수신반으로 전송하는 CCTV 카메라; 각 구역에 설치된 화재 감지기와 CCTV 카메라에 연결되어, 화재감지기로부터 화재 감지되는 경우 화재발생구역 및 CCTV 영상이 포함된 화재 발생 메시지를 관리자 핸드폰으로 통보하는 화재 수신반; 관리자가 사용하는 핸드폰으로서, 상기 화재 수신반으로부터 수신되는 화재 발생 메시지를 표시하며, 아울러, 화재발생구역의 CCTV 영상을 표시하는 관리자 핸드폰; 및 상기 화재 수신반과 관리자 핸드폰간에 이동통신을 제공하는 이동통신망;을 포함할 수 있다.",등록
"본 발명은 카메라를 부착하여 출입자에 대해 촬영하고 저장이 이루어지도록 함으로써 관리자가 인터넷이 되는 곳에서는 언제든지 출입기록과 출입한 사람의 신원을 영상을 통해 알 수 있도록 하는 근태관리용 출입문 통제장치에 관한 것으로서, 출입문에 설치되어 지문 또는 비밀번호를 입력받아 저장된 지문 또는 비밀번호와 비교하여 그 결과에 따라 출입문의 개폐를 결정하는 기능을 수행하는 디지털 도어락과, 상기 디지털 도어락의 아웃바디를 통해 노출되어 출입을 하는 사람에 대해 촬영하는 기능을 수행하는 카메라부와, PC 네트워크 기능을 가지며 출입기록 및 출입자의 영상을 서버로 전달하는 기능을 수행하는 세톱박스와, 상기 세톱박스로부터 입력된 출입기록 및 출입하는 사람의 영상을 데이터베이스에 저장하여 관리하여 관리자가 인터넷이 가능한 컴퓨터에서 언제든지 출입기록 및 출입자의 영상을 확인이 가능하도록 하는 기능을 수행하며 출입자의 영상을 관리자의 핸드폰으로 전송하여 출입 즉시 관리자가 출입자의 신원을 영상으로 확인할 수 있도록 하는 기능을 수행하는 서버를 포함하여 구성된다.",거절
"본 발명은 가정 내의 모든 가전기기의 단락을 제어하기 위한 대기전력 관리 시스템에 관한 것이다. 특히, 각 가정의 가전기기의 전력을 제공하는 플러그가 끼워지는 컨센트 플러그마다 콘센트제어기를 통해 제어가 가능한 PLC제어모듈과 계전기(relay)를 비치하여 외부에서 인터넷에 연결된 PC나 핸드폰을 이용하여 제어신호를 송출하면, 상기 제어신호에 따라 콘센트제어기가 그 신호를 대기 전력 차단플러그에 전달하고, 그 차단플러그의 PLC제어모듈이 계전기를 작동시켜 소망하는 플러그에 전달되는 전류를 차단시키는 방식으로 가전기기의 ON-OFF를 제어하는 대기전력 관리 시스템이다. 콘센트제어기, 차단플러그, 관리자서버, 계전기, 핸드폰",거절
"금융 거래 중계 시스템의 처리 방법에 있어서, 우선, 스마트 폰을 온하고, 모바일 '올아이티탑 앱'을 로그인하는 단계(S1301); 그 다음에 '올아이티페이'의 화면을 요청하는 화면요청단계(S1302); 이 때, 약관동의 화면이 표출되게 되는 약관동의 화면표출단계(S1303); 그리고, 약관에 동의여부를 책크하는 동의여부책크단계(S1304); 또한, 본인 인증화면이 표출되게 되는 본인인증화면 표출단계(S1305); 그리고, 본인의 성명(S1306a), 주민등록번호(S1306b), 핸드폰번호(S1306c)를 입력하는 주요부사항 입력단계(S1306); 다음은 본인인증을 위하여 핸드폰에 지문 또는/ 및 지정맥 정보로 인증하는 본인인증단계(S1307)를 포함한다.",등록
"본 발명의 각각의 핸드폰 버튼 플레이트(P)를 돔어셈블리에 올려놓고 검사하여 양품과 불량품에 대한 정밀한 측정으로 허용압력범위를 유지하여 품질의 균일성을 갖는 핸드폰 버튼 플레이트(P)의 버튼 돔을 검사하는 에어실린더를 갖는 것으로서, 본 발명에 따른 핸드폰 버튼 플레이트(P)를 검사하는 에어실린더를 갖는 자동테스팅장치는, 베이스 프레임(10)과, 각각의 핸드폰 버튼 플레이트(P)를 올려놓을 수 있는 테스트 슬라이드보드(40)와, 상기 핸드폰 버튼 플레이트(P)에 대하여 압력을 인가할 수 있는 돔어셈블리(230)와, 상기 돔어셈블리(230)의 상부위치에 고정시킨 에어툴 키트(50)와, 상기 돔어셈블리(230)와 상기 돔어셈블리의 돔위치에 대한 허용압력을 제어하는 제어판넬(20)과, 상기 제어판넬(20)과 전기적으로 연결된 조정기(262)와, LCD 모니터(60)와, 상기 핸드폰 버튼 플레이트(P)의 돔압력을 감지하는 압력센서(250)와, 상기 에어툴키트(50)사이에 안착된 핸드폰 버튼 플레이트(P)버튼과 상응하는 위치마다 상한, 하한 및 복귀압력을 제공하는 적어도 하나의 제1 실린더(270)와, 상기 제1 실린더(270)와 연결되고 핸드폰의 돔 버튼을 눌러 작동시킬 수 있도록 피스톤로드의 끝단에 위치접촉부를 갖는 적어도 하나의 2 실린더(270a)가 마련되어 있다. 돔어셈블리, 에어툴 키트, 실린더",거절
"실시 예는 하우징, 하우징 내에 배치되는 보빈, 하우징에 배치되는 마그넷, 보빈에 배치되고 마그넷과 상호 작용에 의하여 보빈을 광축 방향으로 이동시키는 코일, 보빈의 상부 및 상기 하우징의 상부와 결합되는 상측 스프링, 하우징과 상측 스프링 사이에 배치되는 댐퍼를 포함하고, 하우징은 상면에 형성되는 홈을 포함하고, 상측 스프링은 하우징의 홈을 향하여 연장되고 연장부를 포함하고, 연장부의 일부는 하우징의 홈 내에 배치되고, 댐퍼는 연장부의 일부와 홈에 접착된다.",등록
(1)기술분야 : 피아노 건반과 1:1의 비율로 모니터에 건반을 송출 기 위하여 제작 된 피아노 건반 덮개에 삽입되어 있는 일체형 모니터다. (2)해결하고자 하는 과제 : 피아노에 모니터를 설치 하기 위해서는 면대를 분리하거나 정면에 타공을 하여 브라켓을 걸고 설치 할 수 있고 기존 상태로는 설치하고자 하더라도 강제적인 요소가 있다. (3)과제의 해결 수단 : 제품을 제작 할 당시부터 피아노 덮개 내부에 모니터를 삽입하여 일체형으로 제작 하면 조립 및 설치를 해야 하는 번거로움이 사라진다. (4)효과 : 조립형 모니터와는 다르게 일체형이기에 고급스러움을 표현 할 수 있으며 제작이 되어진 완성된 모양으로 출시하므로 제품의 하자를 줄일 수 있다. 또한 터치스크린을 지원하므로 사용자는 핸드폰 및 테블릿과 같은 작동법으로 작동 할수 있는 이점이 있다.,거절
"본 개발은 재가노인 복지 서비스를 위한 시스템으로, 독거노인의 불안전한 일상생활과 위기 상황을 CCD 카메라의 움직임 감지 서비스와 생체 감지 센서 팔찌에서 나오는 신호를 감지하여 전화선이나 인터넷 선을 통해 자동으로 관리기관의 서버에 전송해주고, 서버에서는 이런 데이터를 분석하여 이상신호 감지 시 자동으로 관리자의 휴대폰과 관리센터에 경보신호를 전송해 줌으로써, 노인에게 위급상황 발생에 빠른 대처가 가능하도록 이루어진 시스템이다. 노인의 사망원인 중 뇌졸증으로 사람이 쓰러졌을 때, 3시간 이내에 병원에 도달하는 경우 사망하지 않고, 호전되는 경우가 많다고 한다. 이러하듯 사고발생 후 조기 구급조치를 취할 때 많은 노인들이 사망에 이르지 않고, 목숨을 구할 수 있는 가능성이 높다. 하지만 현재 복지 시스템은 혼자 사는 노인의 상시 체계적인 노인 관리가 불가능하기 때문에, 혼자 사는 노인에게 돌연사고 발생 시, 조기 구조 도움을 주지 못해 사망에 이르고, 사망 후에도 오랫동안 방치되는 사건이 많이 발생하게 된다. 이런 사회문제를 노령화 사회를 가고 있는 현재 더욱 빈번하게 발생하고 있고, 이를 해결하기 위해서는 적절한 사회대처 방안이 필요로 한다. 이 시스템은 적은 인력으로 효율적으로 노인을 점검, 관리할 수 있고, 위급상황 발생 시 자동적으로 경보신호를 전송하고, 관리자는 신속하게 적절한 조치와 서비스를 제공할 수 있어, 혼자 사는 노인에 대한 사회적 보조와 관리를 수행할 수 있다. 그리고 노인관리 담당자는 컴퓨터에서 늘 감시, 감독을 해야 하는 것이 아니라, 관리자의 휴대폰과 연동이 됨으로써 관리 자가 이동 중 어디에 있더라도, 휴대폰을 통해 위급신호를 통보받고, 휴대폰을 통해 위급상황 발생회원을 검색하고, 그곳의 영상을 휴대폰으로 모니터링 할 수 있다. 그리고 원격지의 카메라를 핸드폰을 통하여 제어하여, 상황을 정확하게 파악 후 필요 인력을 투입 및 출동시킬 수 있어, 독거노인을 관리할 수 있는 획기적인 대처방안을 구현할 수 있다. 노인 보호, 휴대폰, USN, 노인관리, 원격제어, 카메라제어",거절
"최근 들어 과학의 발달과 특히 이동통신의 눈부신 발달에 힘입어 핸드폰은 국민 대다수가 소지하고 있을 정도로 급증하고 있는 추세에 있다. 그러나 휴대기기의 수요 급증에 따라 핸드폰 분실 또한 급증하고 있는 실정이며 예컨대 핸드폰은 아침에 출근시 허둥대다가 집에 두고오는 경우가 허다하고 분실은 택시나 마트, 유흥업소에서 취중에 자주 발생하고 있는 현실이다 핸드폰 분실의 주요 원인은 사용자가 핸드폰 일정거리이탈시 곧 바로 분실 사실을 미처 인지하지 못하기 때문에 발생하게 된다. 본 고안은 종래의 이러한 문제점을 해결하기 위하여 고안된 휴대 기기 같은 소형 통신기기나 귀중품등의 이탈을 방지하는 이탈 방지 장치에 관한 것으로, 더욱 자세하게는 이탈방지 장치와 휴대기기가 상호 실시간으로 무선 송수신을 수행하는 송수신장치 중 어느 하나를 휴대기기에 설치하고 무선 송수신장치가 상호 일정 거리 이상 멀어지는 경우 경보음 또는 경고등이나 진동을 발생시키는 휴대 기기 이탈방지장치를 제공한다. 핸드폰, 휴대기기, 분실방지, 쌍방향 통신, 이탈",거절
"본 발명은 모든 부품의 중심인 뱃지(1).핸드폰의 블루투스와 연결할 수 있게 해주는 블루투스칩(2). 상기도 블루투스칩(2)을 작동시키기 위한 원형건전지입구(3). 사용자의 물건에 뱃지를 부착 할 수 있게 해주는 테이프끈(4). 상기도 블루투스칩(2)을 작동시키는 버튼(5).로 구성하는 것을 특징으로 하는 물건분실 방지 뱃지. 본 발명은 사용자가 뱃지에 건전지를 끼운후에 물건을 착용하고 나서, 뱃지의 버튼을 꾹누른 상태로 핸드폰에 블루투스를 키면 핸드폰과 뱃지가 연결이 된다.그리고 본 발명은 물건에 착용하고 잃어버리면 블루투스에 연결되어있기 때문에 물건이 어디에 있는지 쉽게 알고 물건을 빨리 찾을 수 있게 한다.",거절
"1번은 반지의 재료로 쓰이는 금속이며(금,은,동)등으로 이루어져 있으며 2번은 반지 아래부분에 부착하여 충전식이나 일회용 부착식으로 이루어져 있다. 3번은 앞으로 가격이 떨어질 마이크로칩 or 나노칩으로 구성되어 있으며 전류제어 및 사람의 졸움 상태나 몸 상태를 체크한다. 4번은 평소에 손에 끼지 않을 시 핸드폰고리나 열쇠고리처럼 달아서 쓸 수 있도록 구멍이 있다. 그리고 이 반지의 효과로써는 가장 큰 효과는 졸음방지로 인하여 나타날 수 있는 사고, 피해를 미연에 방지 할 수 있다. 예를 들자면 졸음운전으로 인한 자동차사고 수능이나 중요한 수업 시간에 졸음을 미연에 방지 할 수 있으며 시간을 안전하고 활용적으로 사용 할 수 있다.",거절
"본 발명은 고객 단말기, 자동차를 판매하는 제휴사의 제휴사 시스템, 인증을 하기 위한 인증 시스템 또는 보증보험사 시스템과 연결되어 대출 서비스를 진행하는 자동차 매매 대출 서비스 시스템 및 그의 제어방법에 관한 것이다. 자동차 매매 대출 서비스 시스템은, 회원 정보와 제휴사 정보를 저장하는 데이터베이스부; 상기 고객 단말기 또는 제휴사 시스템을 통해 자동차를 구매하고자 하는 고객의 성명과 핸드폰번호 정보를 수신하고, 대출한도를 조회하여 제공하며, 고객이 보증 보험 가입 대상이 되는지를 필터링을 하고, 약정서를 생성하고, 결제방법을 선택받아 대출금을 송금처리하는 서버를 포함한다. 이러한 본 발명의 실시예에서는 서류가 필요없고, 방문이 필요없으며, 제휴 자동차 매매 사이트를 통해서도 원스탑 송금 서비스가 가능하고, 중고차나 신차 전시장 방문시 금융사와 별도의 접촉없이 현장 한도 조회 및 대출 약정이 가능하다.",거절
"본 발명은 애완동물용 놀이 기구에 관한 것으로, 보다 자세히는 애완동물이 주변에 있는 센서로 감지하면서, 애완동물의 움직임이나 존재 유무 또는 정해진 프로그램이나 시간에 자동으로 캐릴터나 사료, 간식이 몸체 구멍으로 숨어들어가게 하거나 나오게 하는 동작을 할 수 있으면서, 무선 통신으로 핸드폰이나 또 다른 본 발명의 애완동물용 놀이 기구와 연계통신으로 작동되어 애완동물이 호기심으로 놀이와 운동을 즐길 수 있도록 하는 애완동물용 놀이 기구에 관한 것이다.",거절
"본 발명은 다채널 루프센서를 이용한 침입 탐지 및 무선호출 장치에 관한 것이다. 여러개의 폐회로 루프센서로 구성되며 루프센서가 단선되었을 때, 이를 탐지 후 RF장치 또는 휴대폰이나 무전기등 이동단말기를 프로그램으로 자동으로 제어하여 또다른 휴대폰이나 무전기등에 통화시도 및 호출 기능과 함께 미리 녹음된 음성 정보 자료를 전송할 수 있게 되어 인적이 드문 야산의 약초밭, 인삼밭이나 산삼밭, 장뢰삼 밭에서 타지역의 다른 핸드폰이나 이동단말기 사용자에게 무인으로 무선 호출 및 음성정보를 전송할 수 있는 다채널 루프센서를 이용한 침입 탐지 및 무선호출 장치이다. 험산, 산중턱, 무선기기, 핸드폰, 호출",거절
"핸드폰 후면, 케이스를 청결하게 유지하기 위해 세균을 없에는 도구에 있어서 다양한 핸드폰 기종의 모양에 맞는 케이스; 및 상기 케이스에 결합된 한 겹 이상의 은나노 필름; 을 포함한 것을 특징으로 하는 여러 겹으로 이루어진 은나노 항균 휴대폰 케이스로써 휴대폰을 신체에 무해한 은나노로 위생적으로 유지할 수 있어 안전하고 겉면이 오염 되는 등의 문제가 생겨도 한겹씩 벗겨내어 바로 교체해 사용할 수 있다",거절
"본 발명은 리모트 컨트롤러(Remote Controller)를 이용하여 문자입력시, 스크린 키보드 방식 및 핸드폰 문자입력방식을 제공하여 사용자의 문자입력 방식 선택의 폭을 넓히고, 또한 선택에 따라 상기 문자입력 방식을 전환할 수 있도록 함으로써, 사용자가 편리하고 효율적으로 문자를 입력할 수 있도록 한 영상표시기기의 문자입력 장치 및 방법에 관한 것이다. 즉, 본 발명은 핸드폰 문자입력 방식을 이용하여 사용자가 설정한 문자모드에 따라 리모트 컨트롤러의 각 키 버튼에 할당된 한글, 영문, 숫자 및 기호의 배치화면 및 상기 문자를 입력하기 위한 방법을 설명하기 위한 도움말을 함께 디스플레이해주고, 또한 사용자 취향에 따라 핸드폰 문자입력 방식 및 스크린 키보드 방식 중 자신이 원하는 문자입력 방식 선택 및 전환 가능할 수 있도록 한 것이다. 따라서 본 발명에 따른 영상표시기기의 문자입력 장치 및 방법은 사용자가 설정한 문자모드에 따라 리모트 컨트롤러의 각 키 버튼에 할당된 문자의 배치화면을 디스플레이해줌으로써, 리모트 컨트롤러의 각 키 버튼마다 할당된 모든 문자를 표시할 필요가 없어 보다 깔끔한 리모트 컨트롤러를 제공할 수 있고, 문자모드에 따라 문자입력 방법을 설명하기 위한 도움말을 표시해줌으로써 문자 입력에 편리성을 높여주고, 현재 표시되고 있는 화면을 보며 문자를 입력할 수 있어 사용자가 문자입력 할 시 시야의 분산이 일어나지 않아 보다 효율적으로 문자를 입력할 수 있으며, 사용자가 핸드폰 입력방식 및 스크린 키보드 방식 중 자신이 원하는 문자입력 방식을 선택할 수 있도록 함으로써, 문자입력 방식 선택의 폭을 넓혀 사용자 만족도를 향상시킬 수 있고, 사용자가 핸드폰 입력방식 또는 스크린 키보드 방식을 통한 문자 입력 중 다른 문자입력 방식으로 편리하게 전환할 수 있도록 함으로써 사용자 편리성을 증대시켜 주는 효과가 있다. 문자입력, 핸드폰 입력 방식, 전환",등록
"본 고안은 다목적 담배갑 케이스에 관한 것으로, 몸체부 내부에 마련된 공간으로 담배갑 또는 핸드폰을 수용할 수 있고, 상기 몸체부의 측벽 외측면 둘레를 따라 라이터, 카드 및 열쇠뭉치등을 각각 수용할 수 있는 고정부가 형성되고, 몸체부의 상부면을 덮는 덮개가 몸체부의 일측벽으로부터 연장되어 나와 몸체부 전면까지 덮을 수 있도록 하며, 몸체부 배면에는 허리띠등에 용이하게 착용할 수 있도록 결착끈이 부착되어 하나의 케이스내에 다양한 휴대용 물품을 수용하여 간편하게 소지할 수 있도록 한다.",거절
"본 고안의 목적은 상기한 바와 같은 종래의 특성을 개선하기 위하여 제안된 것 으로서, 키보드를 사용하면서 핸드폰을 충전을 할 수 있게 함으로써 사용자가 키보드를 사용하면서 핸드폰을 충전 할 수 있게 하는 무선 충전기가 있는 키보드이다. 앞서본 목적을 달성하기 위하여 다음과 같은 구성을 가진다. 본 고안의 무선 충전기가 있는 키보드는, 입력부; 직사각형의 모양을 갖고 상기 입력부를 갖고 있는 키보드; 상기 키보드 위에 형성되어있는 무선충전 패드; 상기 패드와 키보드 사이에 형성되어있는 핸드폰 거치대이다.",거절
